Latitude (decimal degrees):	36.984
Longitude (decimal degrees):	-6.432
Elevation (m):	1
Radiation database:	PVGIS-SARAH


Slope: - deg. 
Azimuth: - deg. 
time,G(i),H_sun,T2m,WS10m,Int
20090927:1909,0.0,0.0,22.68,1.01,0.0
20090927:2009,0.0,0.0,22.11,1.48,0.0
20090927:2109,0.0,0.0,21.55,1.94,0.0
20090927:2209,0.0,0.0,21.35,1.93,0.0
20090927:2309,0.0,0.0,21.14,1.92,0.0
20090928:0009,0.0,0.0,20.94,1.9,0.0
20090928:0109,0.0,0.0,20.7,1.9,0.0
20090928:0209,0.0,0.0,20.46,1.9,0.0
20090928:0309,0.0,0.0,20.22,1.9,0.0
20090928:0409,0.0,0.0,19.88,1.88,0.0
20090928:0509,0.0,0.0,19.54,1.85,0.0
20090928:0609,0.0,0.0,19.2,1.82,0.0
20090928:0709,433.18,9.61,20.23,1.84,0.0
20090928:0809,781.92,21.19,21.25,1.86,0.0
20090928:0909,776.05,32.0,22.27,1.88,0.0
20090928:1009,998.26,41.36,23.2,2.27,0.0
20090928:1109,1027.29,48.19,24.13,2.67,0.0
20090928:1209,919.31,51.06,25.06,3.06,0.0
20090928:1309,971.03,49.09,25.23,2.48,0.0
20090928:1409,958.76,42.91,25.4,1.9,0.0
20090928:1509,966.03,33.93,25.57,1.32,0.0
20090928:1609,464.64,23.34,24.59,1.28,0.0
20090928:1709,14.3,11.87,23.61,1.24,0.0
20090928:1809,0.0,-0.01,22.63,1.2,1.0
20090928:1909,0.0,0.0,22.09,1.12,0.0
20090928:2009,0.0,0.0,21.54,1.04,0.0
20090928:2109,0.0,0.0,21.0,0.97,0.0
20090928:2209,0.0,0.0,20.74,1.26,0.0
20090928:2309,0.0,0.0,20.48,1.54,0.0
20090929:0009,0.0,0.0,20.22,1.83,0.0
20090929:0109,0.0,0.0,20.04,1.66,0.0
20090929:0209,0.0,0.0,19.86,1.48,0.0
20090929:0309,0.0,0.0,19.67,1.3,0.0
20090929:0409,0.0,0.0,19.33,1.42,0.0
20090929:0509,0.0,0.0,18.99,1.54,0.0
20090929:0609,0.0,0.0,18.64,1.67,0.0
20090929:0709,452.95,9.43,19.58,2.19,0.0
20090929:0809,863.44,20.99,20.52,2.72,0.0
20090929:0909,339.47,31.77,21.46,3.24,0.0
20090929:1009,952.94,41.09,22.3,3.2,0.0
20090929:1109,912.58,47.86,23.14,3.15,0.0
20090929:1209,673.26,50.67,23.98,3.1,0.0
20090929:1309,366.08,48.7,23.94,2.77,0.0
20090929:1409,172.17,42.54,23.89,2.44,0.0
20090929:1509,601.78,33.58,23.85,2.11,0.0
20090929:1609,127.15,23.01,23.02,1.66,0.0
20090929:1709,45.45,11.56,22.2,1.22,0.0
20090929:1809,0.0,0.0,21.37,0.77,0.0
20090929:1909,0.0,0.0,20.86,1.03,0.0
20090929:2009,0.0,0.0,20.36,1.3,0.0
20090929:2109,0.0,0.0,19.85,1.56,0.0
20090929:2209,0.0,0.0,19.66,1.57,0.0
20090929:2309,0.0,0.0,19.46,1.59,0.0
20090930:0009,0.0,0.0,19.27,1.6,0.0
20090930:0109,0.0,0.0,19.17,1.53,0.0
20090930:0209,0.0,0.0,19.07,1.46,0.0
20090930:0309,0.0,0.0,18.96,1.39,0.0
20090930:0409,0.0,0.0,18.5,1.32,0.0
20090930:0509,0.0,0.0,18.04,1.25,0.0
20090930:0609,0.0,0.0,17.57,1.17,0.0
20090930:0709,571.98,9.26,18.63,1.38,0.0
20090930:0809,767.81,20.8,19.69,1.59,0.0
20090930:0909,278.1,31.54,20.75,1.79,0.0
20090930:1009,90.35,40.81,21.53,1.88,0.0
20090930:1109,64.39,47.52,22.31,1.96,0.0
20090930:1209,508.41,50.29,23.08,2.04,0.0
20090930:1309,1011.62,48.3,23.27,2.29,0.0
20090930:1409,628.63,42.16,23.46,2.55,0.0
20090930:1509,828.6,33.24,23.65,2.8,0.0
20090930:1609,826.47,22.69,22.79,2.38,0.0
20090930:1709,612.8,11.25,21.94,1.96,0.0
20090930:1809,0.0,0.0,21.08,1.54,0.0
20090930:1909,0.0,0.0,20.61,1.52,0.0
20090930:2009,0.0,0.0,20.15,1.5,0.0
20090930:2109,0.0,0.0,19.68,1.48,0.0
20090930:2209,0.0,0.0,19.52,1.37,0.0
20090930:2309,0.0,0.0,19.36,1.26,0.0
20091001:0009,0.0,0.0,19.2,1.16,0.0
20091001:0109,0.0,0.0,18.91,1.41,0.0
20091001:0209,0.0,0.0,18.62,1.66,0.0
20091001:0309,0.0,0.0,18.33,1.9,0.0
20091001:0409,0.0,0.0,18.03,1.73,0.0
20091001:0509,0.0,0.0,17.73,1.55,0.0
20091001:0609,0.0,0.0,17.44,1.38,0.0
20091001:0709,163.84,9.08,18.23,1.3,0.0
20091001:0809,103.12,20.6,19.02,1.22,0.0
20091001:0909,315.15,31.31,19.81,1.14,0.0
20091001:1009,421.83,40.53,20.81,1.51,0.0
20091001:1109,662.2,47.18,21.81,1.88,0.0
20091001:1209,757.55,49.9,22.81,2.25,0.0
20091001:1309,1011.19,47.9,23.28,2.57,0.0
20091001:1409,992.71,41.79,23.75,2.88,0.0
20091001:1509,799.73,32.89,24.22,3.2,0.0
20091001:1609,815.42,22.36,23.37,2.71,0.0
20091001:1709,602.87,10.94,22.52,2.23,0.0
20091001:1809,0.0,0.0,21.67,1.74,0.0
20091001:1909,0.0,0.0,21.15,1.96,0.0
20091001:2009,0.0,0.0,20.62,2.18,0.0
20091001:2109,0.0,0.0,20.1,2.4,0.0
20091001:2209,0.0,0.0,19.92,2.5,0.0
20091001:2309,0.0,0.0,19.73,2.6,0.0
20091002:0009,0.0,0.0,19.55,2.7,0.0
20091002:0109,0.0,0.0,19.32,2.75,0.0
20091002:0209,0.0,0.0,19.08,2.8,0.0
20091002:0309,0.0,0.0,18.85,2.84,0.0
20091002:0409,0.0,0.0,18.49,2.85,0.0
20091002:0509,0.0,0.0,18.14,2.85,0.0
20091002:0609,0.0,0.0,17.79,2.86,0.0
20091002:0709,305.92,8.91,18.79,2.52,0.0
20091002:0809,798.59,20.4,19.79,2.19,0.0
20091002:0909,956.01,31.08,20.79,1.86,0.0
20091002:1009,1011.63,40.25,22.02,2.15,0.0
20091002:1109,1027.17,46.84,23.26,2.43,0.0
20091002:1209,1030.47,49.51,24.49,2.72,0.0
20091002:1309,1017.55,47.51,24.63,3.26,0.0
20091002:1409,1013.89,41.41,24.76,3.79,0.0
20091002:1509,816.14,32.54,24.9,4.33,0.0
20091002:1609,473.29,22.04,23.99,3.71,0.0
20091002:1709,230.28,10.64,23.08,3.1,0.0
20091002:1809,0.0,0.0,22.18,2.48,0.0
20091002:1909,0.0,0.0,21.67,2.58,0.0
20091002:2009,0.0,0.0,21.17,2.69,0.0
20091002:2109,0.0,0.0,20.66,2.79,0.0
20091002:2209,0.0,0.0,20.44,2.91,0.0
20091002:2309,0.0,0.0,20.22,3.04,0.0
20091003:0009,0.0,0.0,20.0,3.17,0.0
20091003:0109,0.0,0.0,19.77,3.1,0.0
20091003:0209,0.0,0.0,19.54,3.03,0.0
20091003:0309,0.0,0.0,19.31,2.97,0.0
20091003:0409,0.0,0.0,18.87,2.91,0.0
20091003:0509,0.0,0.0,18.43,2.86,0.0
20091003:0609,0.0,0.0,18.0,2.81,0.0
20091003:0709,235.69,8.73,18.94,2.46,0.0
20091003:0809,769.15,20.2,19.89,2.1,0.0
20091003:0909,938.05,30.84,20.84,1.74,0.0
20091003:1009,1002.6,39.96,22.02,1.66,0.0
20091003:1109,1012.62,46.5,23.2,1.59,0.0
20091003:1209,966.11,49.13,24.37,1.52,0.0
20091003:1309,890.16,47.12,24.78,1.84,0.0
20091003:1409,944.18,41.04,25.19,2.17,0.0
20091003:1509,916.51,32.2,25.6,2.5,0.0
20091003:1609,726.07,21.72,24.57,2.46,0.0
20091003:1709,596.96,10.33,23.55,2.42,0.0
20091003:1809,0.0,0.0,22.53,2.39,0.0
20091003:1909,0.0,0.0,21.96,2.62,0.0
20091003:2009,0.0,0.0,21.4,2.86,0.0
20091003:2109,0.0,0.0,20.83,3.09,0.0
20091003:2209,0.0,0.0,20.59,2.87,0.0
20091003:2309,0.0,0.0,20.34,2.65,0.0
20091004:0009,0.0,0.0,20.1,2.43,0.0
20091004:0109,0.0,0.0,19.7,2.41,0.0
20091004:0209,0.0,0.0,19.3,2.4,0.0
20091004:0309,0.0,0.0,18.9,2.39,0.0
20091004:0409,0.0,0.0,18.52,2.29,0.0
20091004:0509,0.0,0.0,18.14,2.19,0.0
20091004:0609,0.0,0.0,17.77,2.1,0.0
20091004:0709,322.8,8.55,18.99,2.15,0.0
20091004:0809,801.92,20.0,20.22,2.2,0.0
20091004:0909,952.46,30.61,21.44,2.25,0.0
20091004:1009,1001.83,39.68,22.76,2.34,0.0
20091004:1109,1018.67,46.15,24.08,2.43,0.0
20091004:1209,1014.82,48.74,25.39,2.52,0.0
20091004:1309,1016.17,46.72,25.44,2.54,0.0
20091004:1409,997.29,40.67,25.49,2.55,0.0
20091004:1509,954.17,31.86,25.55,2.57,0.0
20091004:1609,846.4,21.4,24.58,2.57,0.0
20091004:1709,573.78,10.03,23.62,2.57,0.0
20091004:1809,0.0,0.0,22.66,2.57,0.0
20091004:1909,0.0,0.0,22.03,2.41,0.0
20091004:2009,0.0,0.0,21.4,2.25,0.0
20091004:2109,0.0,0.0,20.77,2.1,0.0
20091004:2209,0.0,0.0,20.44,2.2,0.0
20091004:2309,0.0,0.0,20.1,2.3,0.0
20091005:0009,0.0,0.0,19.77,2.4,0.0
20091005:0109,0.0,0.0,19.53,2.4,0.0
20091005:0209,0.0,0.0,19.29,2.39,0.0
20091005:0309,0.0,0.0,19.05,2.39,0.0
20091005:0409,0.0,0.0,18.75,2.38,0.0
20091005:0509,0.0,0.0,18.45,2.38,0.0
20091005:0609,0.0,0.0,18.15,2.37,0.0
20091005:0709,284.22,8.37,19.29,2.48,0.0
20091005:0809,765.19,19.8,20.44,2.59,0.0
20091005:0909,885.27,30.37,21.58,2.7,0.0
20091005:1009,994.27,39.39,22.79,3.04,0.0
20091005:1109,1024.6,45.81,24.0,3.37,0.0
20091005:1209,979.28,48.36,25.21,3.71,0.0
20091005:1309,682.23,46.33,25.27,3.67,0.0
20091005:1409,917.74,40.3,25.33,3.63,0.0
20091005:1509,754.11,31.52,25.4,3.59,0.0
20091005:1609,350.86,21.09,24.35,2.98,0.0
20091005:1709,329.52,9.73,23.3,2.37,0.0
20091005:1809,0.0,0.0,22.25,1.77,0.0
20091005:1909,0.0,0.0,21.65,2.05,0.0
20091005:2009,0.0,0.0,21.06,2.33,0.0
20091005:2109,0.0,0.0,20.46,2.61,0.0
20091005:2209,0.0,0.0,20.25,2.53,0.0
20091005:2309,0.0,0.0,20.03,2.46,0.0
20091006:0009,0.0,0.0,19.82,2.39,0.0
20091006:0109,0.0,0.0,19.62,2.43,0.0
20091006:0209,0.0,0.0,19.42,2.48,0.0
20091006:0309,0.0,0.0,19.22,2.52,0.0
20091006:0409,0.0,0.0,18.94,2.38,0.0
20091006:0509,0.0,0.0,18.67,2.24,0.0
20091006:0609,0.0,0.0,18.4,2.1,0.0
20091006:0709,298.17,8.19,19.38,2.01,0.0
20091006:0809,563.07,19.6,20.36,1.92,0.0
20091006:0909,890.97,30.13,21.34,1.83,0.0
20091006:1009,993.49,39.1,22.34,2.21,0.0
20091006:1109,1024.46,45.47,23.34,2.58,0.0
20091006:1209,1014.06,47.98,24.33,2.95,0.0
20091006:1309,999.74,45.94,24.46,3.2,0.0
20091006:1409,1008.33,39.93,24.59,3.46,0.0
20091006:1509,949.84,31.18,24.72,3.71,0.0
20091006:1609,811.56,20.77,23.74,3.0,0.0
20091006:1709,493.31,9.43,22.76,2.29,0.0
20091006:1809,0.0,0.0,21.79,1.57,0.0
20091006:1909,0.0,0.0,21.27,1.73,0.0
20091006:2009,0.0,0.0,20.76,1.89,0.0
20091006:2109,0.0,0.0,20.24,2.04,0.0
20091006:2209,0.0,0.0,20.13,2.15,0.0
20091006:2309,0.0,0.0,20.01,2.26,0.0
20091007:0009,0.0,0.0,19.9,2.37,0.0
20091007:0109,0.0,0.0,19.7,2.27,0.0
20091007:0209,0.0,0.0,19.5,2.17,0.0
20091007:0309,0.0,0.0,19.3,2.07,0.0
20091007:0409,0.0,0.0,19.17,2.09,0.0
20091007:0509,0.0,0.0,19.04,2.11,0.0
20091007:0609,0.0,0.0,18.92,2.12,0.0
20091007:0709,155.62,8.0,19.91,2.33,0.0
20091007:0809,351.96,19.39,20.91,2.54,0.0
20091007:0909,401.88,29.89,21.9,2.74,0.0
20091007:1009,630.66,38.81,22.67,3.36,0.0
20091007:1109,666.1,45.13,23.44,3.98,0.0
20091007:1209,940.13,47.59,24.2,4.59,0.0
20091007:1309,389.34,45.55,24.21,4.67,0.0
20091007:1409,977.61,39.56,24.22,4.75,0.0
20091007:1509,583.97,30.84,24.24,4.83,0.0
20091007:1609,371.1,20.46,23.27,4.37,0.0
20091007:1709,207.23,9.14,22.31,3.91,0.0
20091007:1809,0.0,0.0,21.35,3.45,0.0
20091007:1909,0.0,0.0,20.86,2.83,0.0
20091007:2009,0.0,0.0,20.37,2.21,0.0
20091007:2109,0.0,0.0,19.88,1.59,0.0
20091007:2209,0.0,0.0,19.75,1.58,0.0
20091007:2309,0.0,0.0,19.62,1.57,0.0
20091008:0009,0.0,0.0,19.49,1.56,0.0
20091008:0109,0.0,0.0,19.32,1.59,0.0
20091008:0209,0.0,0.0,19.14,1.61,0.0
20091008:0309,0.0,0.0,18.97,1.64,0.0
20091008:0409,0.0,0.0,18.74,1.74,0.0
20091008:0509,0.0,0.0,18.51,1.83,0.0
20091008:0609,0.0,0.0,18.29,1.93,0.0
20091008:0709,469.26,7.82,19.11,1.82,0.0
20091008:0809,764.05,19.18,19.93,1.71,0.0
20091008:0909,641.88,29.65,20.75,1.6,0.0
20091008:1009,464.57,38.52,21.54,1.97,0.0
20091008:1109,1085.97,44.78,22.34,2.34,0.0
20091008:1209,1085.54,47.21,23.13,2.72,0.0
20091008:1309,1060.56,45.17,23.28,3.1,0.0
20091008:1409,1027.97,39.2,23.43,3.49,0.0
20091008:1509,968.7,30.5,23.59,3.88,0.0
20091008:1609,845.85,20.15,22.8,3.31,0.0
20091008:1709,536.74,8.84,22.01,2.74,0.0
20091008:1809,0.0,0.0,21.22,2.18,0.0
20091008:1909,0.0,0.0,20.79,2.25,0.0
20091008:2009,0.0,0.0,20.36,2.33,0.0
20091008:2109,0.0,0.0,19.93,2.4,0.0
20091008:2209,0.0,0.0,19.71,2.34,0.0
20091008:2309,0.0,0.0,19.5,2.27,0.0
20091009:0009,0.0,0.0,19.28,2.21,0.0
20091009:0109,0.0,0.0,19.11,2.2,0.0
20091009:0209,0.0,0.0,18.93,2.2,0.0
20091009:0309,0.0,0.0,18.76,2.19,0.0
20091009:0409,0.0,0.0,18.31,2.18,0.0
20091009:0509,0.0,0.0,17.86,2.17,0.0
20091009:0609,0.0,0.0,17.41,2.17,0.0
20091009:0709,311.96,7.63,18.3,2.02,0.0
20091009:0809,813.11,18.98,19.2,1.87,0.0
20091009:0909,952.77,29.4,20.09,1.72,0.0
20091009:1009,1026.06,38.23,21.33,1.98,0.0
20091009:1109,909.11,44.44,22.57,2.23,0.0
20091009:1209,576.38,46.83,23.81,2.48,0.0
20091009:1309,1039.86,44.78,24.27,2.44,0.0
20091009:1409,1019.14,38.83,24.72,2.39,0.0
20091009:1509,950.74,30.17,25.18,2.34,0.0
20091009:1609,831.92,19.84,24.34,2.34,0.0
20091009:1709,590.44,8.55,23.51,2.34,0.0
20091009:1809,0.0,0.0,22.68,2.34,0.0
20091009:1909,0.0,0.0,22.11,2.57,0.0
20091009:2009,0.0,0.0,21.53,2.79,0.0
20091009:2109,0.0,0.0,20.96,3.01,0.0
20091009:2209,0.0,0.0,20.7,2.85,0.0
20091009:2309,0.0,0.0,20.43,2.69,0.0
20091010:0009,0.0,0.0,20.17,2.54,0.0
20091010:0109,0.0,0.0,19.83,2.48,0.0
20091010:0209,0.0,0.0,19.5,2.42,0.0
20091010:0309,0.0,0.0,19.16,2.36,0.0
20091010:0409,0.0,0.0,18.72,2.3,0.0
20091010:0509,0.0,0.0,18.28,2.24,0.0
20091010:0609,0.0,0.0,17.84,2.18,0.0
20091010:0709,201.28,7.45,18.85,2.25,0.0
20091010:0809,786.35,18.77,19.86,2.33,0.0
20091010:0909,943.7,29.16,20.87,2.4,0.0
20091010:1009,1018.69,37.94,22.41,2.24,0.0
20091010:1109,1020.87,44.1,23.95,2.09,0.0
20091010:1209,1045.09,46.45,25.49,1.93,0.0
20091010:1309,1045.41,44.4,26.09,1.73,0.0
20091010:1409,995.26,38.47,26.69,1.54,0.0
20091010:1509,898.84,29.84,27.29,1.34,0.0
20091010:1609,702.0,19.53,26.15,1.09,0.0
20091010:1709,524.23,8.26,25.02,0.84,0.0
20091010:1809,0.0,0.0,23.89,0.59,0.0
20091010:1909,0.0,0.0,23.33,0.66,0.0
20091010:2009,0.0,0.0,22.78,0.73,0.0
20091010:2109,0.0,0.0,22.22,0.8,0.0
20091010:2209,0.0,0.0,21.95,1.32,0.0
20091010:2309,0.0,0.0,21.67,1.84,0.0
20091011:0009,0.0,0.0,21.4,2.36,0.0
20091011:0109,0.0,0.0,21.05,2.28,0.0
20091011:0209,0.0,0.0,20.7,2.2,0.0
20091011:0309,0.0,0.0,20.35,2.12,0.0
20091011:0409,0.0,0.0,19.94,2.06,0.0
20091011:0509,0.0,0.0,19.53,2.0,0.0
20091011:0609,0.0,0.0,19.12,1.93,0.0
20091011:0709,323.46,7.26,20.14,2.25,0.0
20091011:0809,807.56,18.55,21.17,2.57,0.0
20091011:0909,957.19,28.91,22.19,2.88,0.0
20091011:1009,1016.64,37.65,23.41,3.33,0.0
20091011:1109,1034.95,43.75,24.63,3.78,0.0
20091011:1209,815.75,46.07,25.85,4.23,1.0
20091011:1309,1045.03,44.02,26.05,4.21,0.0
20091011:1409,1023.45,38.11,26.25,4.18,0.0
20091011:1509,953.81,29.51,26.46,4.15,0.0
20091011:1609,813.94,19.23,25.68,3.54,0.0
20091011:1709,475.44,7.97,24.91,2.92,0.0
20091011:1809,0.0,0.0,24.14,2.3,0.0
20091011:1909,0.0,0.0,23.51,2.29,0.0
20091011:2009,0.0,0.0,22.89,2.28,0.0
20091011:2109,0.0,0.0,22.26,2.26,0.0
20091011:2209,0.0,0.0,21.9,2.21,0.0
20091011:2309,0.0,0.0,21.53,2.15,0.0
20091012:0009,0.0,0.0,21.17,2.1,0.0
20091012:0109,0.0,0.0,20.76,2.06,0.0
20091012:0209,0.0,0.0,20.36,2.02,0.0
20091012:0309,0.0,0.0,19.95,1.99,0.0
20091012:0409,0.0,0.0,19.58,2.0,0.0
20091012:0509,0.0,0.0,19.21,2.0,0.0
20091012:0609,0.0,0.0,18.85,2.01,0.0
20091012:0709,249.46,7.07,19.89,2.5,0.0
20091012:0809,751.62,18.34,20.93,2.98,0.0
20091012:0909,915.26,28.66,21.97,3.46,0.0
20091012:1009,971.61,37.35,23.4,3.94,0.0
20091012:1109,991.04,43.41,24.83,4.41,0.0
20091012:1209,1023.28,45.7,26.26,4.88,0.0
20091012:1309,1022.98,43.64,26.43,4.61,0.0
20091012:1409,1008.21,37.76,26.59,4.34,0.0
20091012:1509,935.05,29.18,26.76,4.07,0.0
20091012:1609,817.46,18.93,25.93,3.54,0.0
20091012:1709,454.63,7.69,25.1,3.02,0.0
20091012:1809,0.0,0.0,24.28,2.5,0.0
20091012:1909,0.0,0.0,23.67,2.6,0.0
20091012:2009,0.0,0.0,23.06,2.7,0.0
20091012:2109,0.0,0.0,22.45,2.8,0.0
20091012:2209,0.0,0.0,21.96,2.68,0.0
20091012:2309,0.0,0.0,21.47,2.56,0.0
20091013:0009,0.0,0.0,20.98,2.44,0.0
20091013:0109,0.0,0.0,20.57,2.34,0.0
20091013:0209,0.0,0.0,20.15,2.24,0.0
20091013:0309,0.0,0.0,19.74,2.14,0.0
20091013:0409,0.0,0.0,19.38,2.23,0.0
20091013:0509,0.0,0.0,19.03,2.32,0.0
20091013:0609,0.0,0.0,18.68,2.41,0.0
20091013:0709,242.68,6.88,19.84,3.3,0.0
20091013:0809,739.24,18.13,21.01,4.18,0.0
20091013:0909,887.91,28.41,22.17,5.06,0.0
20091013:1009,977.1,37.06,23.45,5.95,0.0
20091013:1109,1004.03,43.07,24.73,6.85,0.0
20091013:1209,1014.92,45.32,26.01,7.74,0.0
20091013:1309,1014.68,43.26,26.13,7.49,0.0
20091013:1409,998.35,37.4,26.24,7.23,0.0
20091013:1509,933.06,28.85,26.36,6.98,0.0
20091013:1609,803.11,18.63,25.37,6.29,0.0
20091013:1709,441.77,7.41,24.38,5.6,0.0
20091013:1809,0.0,0.0,23.39,4.91,0.0
20091013:1909,0.0,0.0,22.63,4.88,0.0
20091013:2009,0.0,0.0,21.88,4.86,0.0
20091013:2109,0.0,0.0,21.12,4.83,0.0
20091013:2209,0.0,0.0,20.86,4.67,0.0
20091013:2309,0.0,0.0,20.6,4.51,0.0
20091014:0009,0.0,0.0,20.34,4.36,0.0
20091014:0109,0.0,0.0,20.02,3.93,0.0
20091014:0209,0.0,0.0,19.71,3.49,0.0
20091014:0309,0.0,0.0,19.39,3.06,0.0
20091014:0409,0.0,0.0,19.1,2.94,0.0
20091014:0509,0.0,0.0,18.82,2.82,0.0
20091014:0609,0.0,0.0,18.54,2.7,0.0
20091014:0709,301.31,6.68,19.52,3.24,0.0
20091014:0809,736.45,17.91,20.51,3.78,0.0
20091014:0909,902.03,28.16,21.49,4.32,0.0
20091014:1009,968.69,36.76,22.73,4.56,0.0
20091014:1109,996.2,42.72,23.97,4.8,0.0
20091014:1209,1006.55,44.95,25.2,5.05,0.0
20091014:1309,1020.51,42.89,25.34,4.55,0.0
20091014:1409,989.93,37.05,25.48,4.05,0.0
20091014:1509,921.49,28.53,25.63,3.54,0.0
20091014:1609,789.98,18.33,24.71,3.0,0.0
20091014:1709,407.27,7.13,23.8,2.45,0.0
20091014:1809,0.0,0.0,22.89,1.9,0.0
20091014:1909,0.0,0.0,22.33,2.13,0.0
20091014:2009,0.0,0.0,21.77,2.35,0.0
20091014:2109,0.0,0.0,21.21,2.58,0.0
20091014:2209,0.0,0.0,20.81,2.59,0.0
20091014:2309,0.0,0.0,20.42,2.61,0.0
20091015:0009,0.0,0.0,20.02,2.62,0.0
20091015:0109,0.0,0.0,19.54,2.53,0.0
20091015:0209,0.0,0.0,19.05,2.45,0.0
20091015:0309,0.0,0.0,18.57,2.36,0.0
20091015:0409,0.0,0.0,18.23,2.31,0.0
20091015:0509,0.0,0.0,17.89,2.27,0.0
20091015:0609,0.0,0.0,17.55,2.22,0.0
20091015:0709,220.39,6.49,18.52,2.1,0.0
20091015:0809,713.39,17.69,19.49,1.97,0.0
20091015:0909,865.89,27.91,20.46,1.85,0.0
20091015:1009,942.36,36.47,21.71,1.75,0.0
20091015:1109,971.44,42.38,22.96,1.65,0.0
20091015:1209,1005.44,44.58,24.21,1.54,0.0
20091015:1309,1004.89,42.51,24.24,1.39,0.0
20091015:1409,979.71,36.7,24.27,1.23,0.0
20091015:1509,917.49,28.21,24.3,1.08,0.0
20091015:1609,776.01,18.04,23.51,1.51,0.0
20091015:1709,399.19,6.86,22.72,1.94,0.0
20091015:1809,0.0,0.0,21.93,2.37,0.0
20091015:1909,0.0,0.0,21.26,2.3,0.0
20091015:2009,0.0,0.0,20.58,2.23,0.0
20091015:2109,0.0,0.0,19.91,2.15,0.0
20091015:2209,0.0,0.0,19.68,1.93,0.0
20091015:2309,0.0,0.0,19.44,1.71,0.0
20091016:0009,0.0,0.0,19.21,1.49,0.0
20091016:0109,0.0,0.0,18.85,1.69,0.0
20091016:0209,0.0,0.0,18.5,1.89,0.0
20091016:0309,0.0,0.0,18.14,2.08,0.0
20091016:0409,0.0,0.0,17.81,2.05,0.0
20091016:0509,0.0,0.0,17.48,2.02,0.0
20091016:0609,0.0,0.0,17.15,1.99,0.0
20091016:0709,177.67,6.3,18.09,2.3,0.0
20091016:0809,753.46,17.48,19.04,2.61,0.0
20091016:0909,906.74,27.66,19.99,2.92,0.0
20091016:1009,973.77,36.17,21.37,3.32,0.0
20091016:1109,1016.2,42.04,22.76,3.71,0.0
20091016:1209,1041.36,44.21,24.14,4.11,0.0
20091016:1309,1017.66,42.15,24.41,4.0,0.0
20091016:1409,993.89,36.35,24.68,3.89,0.0
20091016:1509,915.81,27.9,24.95,3.78,0.0
20091016:1609,753.44,17.75,24.2,3.43,0.0
20091016:1709,370.66,6.58,23.45,3.07,0.0
20091016:1809,0.0,0.0,22.7,2.72,0.0
20091016:1909,0.0,0.0,22.05,2.86,0.0
20091016:2009,0.0,0.0,21.39,2.99,0.0
20091016:2109,0.0,0.0,20.74,3.13,0.0
20091016:2209,0.0,0.0,20.33,3.19,0.0
20091016:2309,0.0,0.0,19.91,3.25,0.0
20091017:0009,0.0,0.0,19.5,3.31,0.0
20091017:0109,0.0,0.0,19.2,3.26,0.0
20091017:0209,0.0,0.0,18.91,3.22,0.0
20091017:0309,0.0,0.0,18.61,3.17,0.0
20091017:0409,0.0,0.0,18.29,3.07,0.0
20091017:0509,0.0,0.0,17.97,2.97,0.0
20091017:0609,0.0,0.0,17.65,2.87,0.0
20091017:0709,206.04,6.1,18.56,3.37,0.0
20091017:0809,740.86,17.26,19.47,3.86,0.0
20091017:0909,904.63,27.41,20.38,4.36,0.0
20091017:1009,955.53,35.87,21.65,4.5,0.0
20091017:1109,1015.13,41.7,22.92,4.64,0.0
20091017:1209,1039.34,43.84,24.19,4.79,0.0
20091017:1309,1031.45,41.78,24.42,3.94,0.0
20091017:1409,998.99,36.01,24.65,3.09,0.0
20091017:1509,913.19,27.58,24.88,2.23,0.0
20091017:1609,766.2,17.46,24.58,2.19,0.0
20091017:1709,250.16,6.32,24.28,2.14,0.0
20091017:1809,0.0,0.0,23.98,2.1,0.0
20091017:1909,0.0,0.0,23.19,2.17,0.0
20091017:2009,0.0,0.0,22.39,2.25,0.0
20091017:2109,0.0,0.0,21.6,2.33,0.0
20091017:2209,0.0,0.0,20.96,2.53,0.0
20091017:2309,0.0,0.0,20.32,2.73,0.0
20091018:0009,0.0,0.0,19.68,2.92,0.0
20091018:0109,0.0,0.0,19.12,2.77,0.0
20091018:0209,0.0,0.0,18.55,2.62,0.0
20091018:0309,0.0,0.0,17.99,2.47,0.0
20091018:0409,0.0,0.0,17.61,2.45,0.0
20091018:0509,0.0,0.0,17.23,2.42,0.0
20091018:0609,0.0,0.0,16.85,2.4,0.0
20091018:0709,234.68,5.9,17.83,2.25,0.0
20091018:0809,746.68,17.04,18.82,2.11,0.0
20091018:0909,851.47,27.15,19.81,1.96,0.0
20091018:1009,954.72,35.58,21.07,1.95,0.0
20091018:1109,976.16,41.36,22.33,1.95,0.0
20091018:1209,1002.25,43.47,23.59,1.94,0.0
20091018:1309,930.91,41.42,23.79,1.59,0.0
20091018:1409,966.53,35.67,23.99,1.23,0.0
20091018:1509,875.85,27.27,24.19,0.87,0.0
20091018:1609,804.97,17.17,23.3,1.39,0.0
20091018:1709,468.37,6.05,22.41,1.92,0.0
20091018:1809,0.0,0.0,21.53,2.44,0.0
20091018:1909,0.0,0.0,20.93,2.31,0.0
20091018:2009,0.0,0.0,20.32,2.18,0.0
20091018:2109,0.0,0.0,19.72,2.06,0.0
20091018:2209,0.0,0.0,19.39,2.15,0.0
20091018:2309,0.0,0.0,19.05,2.24,0.0
20091019:0009,0.0,0.0,18.72,2.33,0.0
20091019:0109,0.0,0.0,18.39,2.23,0.0
20091019:0209,0.0,0.0,18.05,2.12,0.0
